id,clubCode,name,shortName,alfabeticOrder,direction,town,province,telephone,fax,mail,mail2,president,contact,telephoneCR,telephoneMobileCR,web
2612,430295,ASSOCIACIO ESPORTIVA ESCOLAR JOAN XXIII DE BONAVISTA,AEE JOAN XXIII,JOAN XXIII AEE,CR. CATORZE S/N,TARRAGONA,Tarragona,646841119,977546471,m3cortes@gmail.com,factures@escolajoan23.com,JUAN PASCUAL FARRE VILLA,MARTA CORTES MARTINEZ,977542807,646841119,
3,080005,CLUB JOVENTUT BADALONA,CLUB JOVENTUT BADAL,JOVENTUT BADALONA CLUB,"C/ PONENT, 143-161",BADALONA,Barcelona,679516151,933999409,alopez@penya.com,alopez@penya.com,JUAN ANTONIO MORALES ABRISQUETA,AITOR LÓPEZ LÓPEZ,934602040,679516151,www.penya.com
3194,081589,CLUB JOVENTUT BADALONA S.A.D.,C. JOVENTUT BADALON,JOVENTUT BADALONA S.A.D. CLUB,"Carrer Ponent, 143-161",Badalona,Barcelona,934602040,,sonia@penya.com,,,,,,www.penya.com
2457,081429,CLUB BASQUET JOVENTUT CASTELLDEFELS,C.B. JOVENTUT CASTE,JOVENTUT CASTELLDEFELS CLUB BÀSQUET,"DOCTOR TRUETA, 64-66",CASTELLDEFELS,Barcelona,609610101,000000000,cbjoventutcastelldefels@gmail.com,jordioliver79@gmail.com,JESÚS  RODRÍGUEZ MORAL,JORDI OLIVER LLORACH,,620937572,www.cbjoventutcastelldefels.com
372,170237,CLUB ESPORTIU JOVENTUT CELRA,CLUB ESPORTIU JOVEN,JOVENTUT CELRA C.E.,C/PINS D'EN ROS S/N,CELRA,Girona,692593804,972493661,coordinaciocejc@gmail.com,,GLORIA RAMIREZ FAINER,Ariadna Jubany,972492983,692593804,WWW.JOVENTUTCELRA.COM
450,430182,CLUB JOVENTUT ULLDECONA,C. JOVENTUT D'ULLDE,JOVENTUT D'ULLDECONA,"C/ Vicent Aubà, 13",ULLDECONA,Tarragona,648781977,000000000,ulldeconabasquet@gmail.com,,MARIA JOSÉ BARREDA BELTRAN,JOAN SERRA,,648781977,www.cjubasquet.com
2618,081496,CLUB ESPORTIU JOVENTUT L'HOSPITALET,C.E. JOVENTUT L'HOS,JOVENTUT L'HOSPITALET C.E.,"C/ SANT RAFAEL, S/N (POL. MPAL . LES PLANES)","HOSPITALET DE LLOBREGAT,L'",Barcelona,669305636,934373436,cejlhbasquet@hotmail.com,,JUAN ANTONIO RAMOS PRUDENCIO,JUAN ANTONIO RAMOS PRUDENCIO,934373436,669305636,
175,080448,CLUB JOVENTUT LES CORTS,CLUB JOVENTUT LES C,JOVENTUT LES CORTS C.,NUMANCIA 142 (PAVELLÓ L'ILLA),BARCELONA,Barcelona,607082244,,club@joventutlescorts.cat,basquetfemeni@joventutlescorts.cat,AUGUSTO DE RULL GIOL,SERGIO FERNANDEZ DELGADO,934191148,607044954,www.joventutlescorts.cat
151,080340,CLUB BASQUET JOVENTUT SANT VICENÇ,C.B. JOVENTUT SANT ,JOVENTUT SANT VICENÇ C.B,Av. Ferrocarril S/N,SANT VICENÇ DELS HORTS,Barcelona,657878796,,santvibasquet@gmail.com,manuelruiz.bjsv@gmail.com,MANUEL RUIZ RODRÍGUEZ,LUÍS LIBERAL,,625592613,www.bjsv.org
3192,081587,CLUB BASQUET KOBRAS,C.B. KOBRAS,KOBRAS C.B.,"BEGUERDÀ, 31, 2.2.",BARCELONA,Barcelona,677112048,,cbkobras@gmail.com,,RICARD REIG FUENTES,POL NOBLOM GIBERT,,677112048,
3424,430331,CLUB BASQUET L'ALDEA,C.B. L'ALDEA,L' ALDEA CLUB BASQUET,"SANT RAMON, 43",L'ALDEA,Tarragona,678410815,,clubbasquetlaldea@gmail.com,jordi.torta1@gmail.com,JORDI TORTA BELBIS,JORDI TORTA BELBIS,,678410815,
336,170048,CLUB BASQUET L'ESCALA,CLUB BASQUET L'ESCA,L'ESCALA C.B,CARRER RUSINYOL 4,"ESCALA, L'",Girona,660643478,972772951,administracio@cblescala.com,,JOSEP  ANDRADES RUIZ,SERGI JAMBERT,972772951,613111045,www.cblescala.blogspot.com
2543,081462,CLUB ESPORTIU LA MARINA DE BARCELONA,C.E. LA MARINA,LA MARINA C.E.,"PASSEIG DE LA ZONA FRANCA 211, 8º 3ª",BARCELONA,Barcelona,630673584,000000000,celamarina@celamarina.com,,ANDREU FARRERA MOLINER,CARLOS FARRERA OCHOA,932966610,696201120,www.celamarina.com
2558,081473,CLUB BASQUET LA MERCE,C.B. LA MERCE,LA MERCE C.B.,"MUR, 36-40",MARTORELL,Barcelona,626538913,937748020,clubbasquetlamerce2@gmail.com,,LAURA DEL AMO PADRÓ,CRISTINA PADRÓ VILLALONGA,937748020,626538913,
442,430030,CLUB DE BASQUET LA SELVA,C.B. LA SELVA,LA SELVA C.B.,Carrer del Camí de l'Horta 39 (pav. Municipal),"SELVA DEL CAMP, LA",Tarragona,977845227,,de.cblaselva@gmail.com,,GENÍS VANDELLÒS PONT,Guillem Roige,,695413305,www.cblaselva.cat
2662,430304,ASSOCIACIO ESPORTIVA LA SENIA,A.E. LA SENIA,LA SENIA ASSOCIACIÓ ESPORTIVA,"c/ Rafalgueri, 9","SENIA, LA",Tarragona,688715182,977570168,aesportivalasenia@gmail.com,evagrcr@gmail.com,EVA  GRAÑANA CRUELLA,VICTOR VERGE CHILLIDA,,688715182,https://aesportivalasenia.wixsite.com/aels
3512,081622,FUNDACIÓ PRIVADA ESPORTIVA C.E. LAIETA,,LAIETA FPE,"C/ Pintor Ribalta, 2-8",Barcelona,Barcelona,655986055,,basquet@laieta.cat,,JAUME RIERA MENDOZA,Lluís Ferrer Cusola,934486350,655986055,www.basquetlaieta.cat
2901,081564,ASSOCIACIO ESPORTIVA LES CORTS,A.E. LES CORTS,"LES CORTS, A.E.",Trav. Les Corts 252-254,BARCELONA,Barcelona,665826578,934951893,basquet@aelescorts.cat,,MONTSERRAT MAS VILELLA,ALEX,934392704,665826578,www.aelescorts.cat
2557,081472,CLUB BASQUET LES FRANQUESES,C.B. LES FRANQUESES,LES FRANQUESES C.B.,"pavelló esportiu municipal, zona esportiva s/n",CORRO D'AVALL,Barcelona,615519247,938467836,xavi.resina@gmail.com,xavi.resina@gmail.com,ANGELES MARIA CARRASCO SOLA,XAVIER RESINA SERRA,,615519247,www.cblesfranqueses.cat
1085,080280,COL·LEGI LESTONNAC            ,COL·LEGI LESTONNAC ,LESTONNAC,PAU CLARIS 131,BARCELONA,Barcelona,677040711,000000000,esports@lestonnacbcn.org,esports@lestonnacbcn.org,MARIA DEL MAR PLA MANUEL-RIMBAU,PATRICIA COSTAS GONZÁLEZ,932159900,677040711,
3275,081594,CLUB BASQUET LA LLAGOSTA 2017,C.B. LA LLAGOSTA 20,LLAGOSTA 2017 CLUB BASQUET LA,"PINTOR FORTUNY, 1, 1.4.",La Llagosta,Barcelona,645260935,,cblallagosta@gmail.com,,MARIA JOSE GARCIA CABALLERO,Rosa Mª Carrillo Bernalte,,637912404,
330,170039,CLUB BASQUET LLAGOSTERA,C.B. LLAGOSTERA    ,LLAGOSTERA C.B.,Plaça Narcís Casas s/n o Av. de l'Esport s/n,LLAGOSTERA,Girona,620866077,,infocbllagostera@gmail.com,mvila1968@gmail.com,MONTSERRAT  VILA AÑON,Manel Ramírez Vilà,,608705726,
272,081340,CLUB BASQUET LLIÇA D'AMUNT,C.B. LLIÇA D'AMUNT ,LLIÇA D'AMUNT C.B.,AVINGUDA CORRO 14,Corró d'Avall,Barcelona,677683606,,cbllikidamunt.2019@gmail.com,,MONTSERRAT MATAMALA CONCHELLO,RAFA GUTIÉRREZ,,667401837,www.cbllicadamunt.cat
2407,081416,CLUB BASQUET LLIÇA DE VALL,CLUB BASQUET LLIÇA ,LLIÇA DE VALL BASQUET CLUB,"PASSEIG DE L´ESGLESIA, S/N",LLIÇA DE VALL,Barcelona,644220894,000000000,basquetllissadevall@gmail.com,coordinaciobasquetllissadevall@gmail.com,LOLI GARCIA CORVI,VICTOR LOPEZ CABALLERO,,678823043,www.basquetllissadevall.com
88,080134,CLUB BASQUET LLINARS,C.B. LLINARS       ,LLINARS C.B.,"Plaça Països Catalans, s/n",LLINARS DEL VALLES,Barcelona,636657208,938413545,cb.llinars@basquetcatala.org,,JAUME  MAJORAL GINESTA,QUIM GIMENEZ,938413545,683461199,www.cbllinars.com
361,170213,CLUB BASQUET LLIVIA,C.B. LLIVIA        ,LLIVIA B.C.,"C. DE L'ESPORT, 1-3",LLIVIA,Girona,676013533,872006963,cbllivia@hotmail.com,,ISMAEL MARTI VILLALONGA,ANNA LLORENS,972526101,676013533,www.cbllivia.com
3141,081578,FUNDACIO LLOR,FUNDACIÓ LLOR,LLOR FUNDACIO,C/LLUIS COMPANYS Nº 50,SANT BOI DE LLOBREGAT,Barcelona,667921577,933604140,montserratperis@fundaciollor.cat,,JOAQUIN MATILLA MARTÍN,MONTSERRAT PERIS DIAZ,936406000,667921577,www.fundaciollor.cat
2520,170283,CLUB BASQUET UNIFICAT LLORET,C.B.U. LLORET,LLORET CLUB BASQUET UNIFICAT,"SANT BONAVENTURA, 17 3-A",LLORET DE MAR,Girona,639765845,000000000,basquetlloret@gmail.com,,JORDI PALACÍN GRAU,MIKI HERNÁNDEZ,,629 58 60 68,www.basquetlloret.com
47,080060,SECCIO ESPORTIVA DE LLUISOS DE GRACIA,LLUISOS GRACIA     ,LLUISOS GRACIA,"Plaça del Nord, 7",Barcelona,Barcelona,932183372,932182058,basquet@lluisosdegracia.cat,,LAURA RAFEGAS ROSELL,ARNAU BOSCH (trucades a partir de les 17:00),,630 238 665,www.basquetlluisosdegracia.cat
333,170044,BASQUET CLUB MAÇANET SELVA,BASQUET CLUB  MAÇAN,MAÇANET SELVA B.C.,"c./  Puig Marí, núm.16",MAÇANET DE LA SELVA,Girona,636984291,,coordinaciobcm@gmail.com,,JOSEP MARIA BANCELLS DELOFEU,David,,639892853,
68,080098,CLUB BASQUET MANLLEU,C.B. MANLLEU       ,MANLLEU C.B.,"PASSEIG DEL TER, S/N",MANLLEU,Barcelona,626588158,,cbmanlleu@gmail.com,competicions.cbmanlleu@gmail.com,JOAN NOGUÉ COLOM,FRAN VAZQUEZ GAMERO,930000000,676531463,www.cbmanlleu.cat
3062,081569,CLUB BASQUET MANRESA 2015,CB MANRESA 2015,MANRESA 2015 C.B.,Carretera de Manresa a St Joan S/N,MANRESA,Barcelona,938721503,,base@basquetmanresa.com,i.perramon@basquetmanresa.com,XAVIER CLAVERO LOPERA,IGNASI  PERRAMON  PIÑA,938721503,616906115,
3356,081607,MANRESA CLUB BASQUET FEMENI 2021,C.B.F. MANRESA 2021,MANRESA 2021 C.B.F.,"C/MARTÍ I JULIÀ, 28 , 2n 3a",MANRESA,Barcelona,638184510,,manresacbf@gmail.com,xsisa@joviat.cat,NINA PONT ARNÁIZ,GERARD BARBÉ CLOTET,,660242248,manresacbf.com
943,080004,BASQUET MANRESA SAD,B. MANRESA SAD,MANRESA SAD BASQUET,PAVELLO NOU CONGOST,MANRESA,Barcelona,938721503,,basquetmanresa@basquetmanresa.com,,JOSEP M. HERMS CANELLAS,CARLES SIXTO FIGULS,938721503,600000000,www.basquetmanresa.com
3188,081584,ASSOCIACIO ESPORTIVA MANYANET MOLINS,A.E. MANYANET MOLIN,MANYANET MOLINS A.E.,Carrer Pintor Fortuny 4,Molins de Rei,Barcelona,659973841,,aemanyanetmolins@gmail.com,,ORIOL  MARÍN AUSIO,Xavier Armengou,,659973841,http://basquetmanyanetmolins.com
134,080261,CLUB BASQUET BOET MARESME MATARO,C.B. MARESME BOET M,MARESME BOET MATARÓ CLUB BÀSQUET,"C/ SANT CUGAT, 146",MATARÓ,Barcelona,610304922,937577887,cbboetmaresmemataro@gmail.com,,JOAQUIM NAVARRO FREIXAS,ALBERTO PEÑA GÓMEZ,937577887,610304922,www.maresmeboet3v.com
9,080011,CLUB ESPORTIU MARISTES ADEMAR,CLUB MARISTES ADEMA,MARISTES ADEMAR,"DEL TEMPLE, 8-10",BADALONA,Barcelona,647403266,933892732,cemademar@maristes.cat,,JOAN JOSEP PRATDEPADUA BUFILL,Iñaki Torralbo,933842154,647 40 32 66,https://www.badalona.maristes.cat/basquet-0
327,170026,CLUB ESPORTIU MARISTES GIRONA,CLUB ESPORTIU MARIS,MARISTES GIRONA C.E.,"Avda. Josep Tarradellas, 5-7",GIRONA,Girona,656423960,972245063,cemgirona@maristes.cat,,XAVIER  GARCIA GOMEZ,OLGA PRADERAS TELLO,972245063,656423960,
409,250046,CLUB ESPORTIU MARISTES MONTSERRAT LLEIDA,MARISTES MONTSERRAT,MARISTES MONTSERRAT C.E.,"AVINGUDA DE CATALUNYA, 3",LLEIDA,Lleida,639270540,973266799,angelgarra59@gmail.com,,MARI CARMEN RIUS SABADOR,Angel Garcia Raposo,,629038079,http://www.maristes.cat/cemlleida                                                   
153,080343,CLUB ESPORTIU MARISTES RUBI,C.E. MARISTES RUBI ,MARISTES RUBI C.E.,Magallanes 65 ,RUBI,Barcelona,692091897,000000000,basquet.cemrubi@maristes.cat,,VALENTÍ ALARCÓN VILARDELL,JUAN ANTONIO RODRIGUEZ ORDOÑEZ,935885022,692091897,http://cemrubi.maristes.cat
34,080043,CLUB ESPORTIU MARISTES SANT JOAN,C.E.M. SANT JOAN   ,MARISTES SANT JOAN C.E.,"VALENCIA, 370",BARCELONA,Barcelona,608855273,000000000,cemsantjoan@gmail.com,cemsantjoanbasquet@gmail.com,ALBERT SALAZAR MARTI,Gerard Sanz,608855273,644931957,www.maristes.org/imma
69,080099,CLUB ESPORTIU MARISTES SANTS - LES CORTS,C.E. MARISTES SANTS,MARISTES SANTS C.E.,"C. VALLESPIR, 160",BARCELONA,Barcelona,646505948,934909374,basquet.mslc@gmail.com,,SALVADOR CASAS I PEIRÓ,MARC PAGÈS SAUQUÉ,,646505948,WWW.CEMARISTES.CAT
111,080184,F.C. MARTINENC,F.C. MARTINENC     ,MARTINENC F.C.,TELÈGRAF 31 45 BAIXOS,BARCELONA,Barcelona,934364746,,bq@fcmartinenc.cat,,DAVID  ALONSO JULIÀ,MARC PALAU,934364746,657850914,www.fcmartinenc.cat
157,080350,CLUB BASQUET MARTORELL,C.B.. MARTORELL    ,MARTORELLCB,"Avda. Felix Duran i Canyameres, 1",MARTORELL,Barcelona,938 589 596,000000000,clubbasketmartorell@gmail.com,coordinaciocbm@gmail.com,LAURA AMAT GUAL,ANDREU CARDOS,937755111,662381342,cbmartorell.cat
138,080293,U.E. BASQUET MARTORELLES,U.E.B. MARTORELLES ,MARTORELLES U.E. BASQUET,C/ CAN PUIG S/N,MARTORELLES,Barcelona,607 37 29 52,,uebmartorelles@gmail.com,,DAVID SAFONT GIL,VICKY POYATOS i JUANMA PERAL,610 40 71 89,690 83 39 70,www.fb.com/UEBMartorelles
351,170136,"ASSOCIACIO DE MARES, PARES I TUTORS D'ALUMNES DEL COL·LEGI DR. MASMITJA",S.E. APA COL·LEGI D,MASMITJA DR. S/ESP. APA COL.LEGI,"Joan Maragall, 56",GIRONA,Girona,610916942,000000000,basquet@ampamasmitja.org,,ESTHER  MATEU IGLESIAS,Raul Masallé Ortega,610916942,610916942,www.basquetmasmitja.cat
99,080154,EL MASNOU BASQUETBOL,EL MASNOU BASQUETBO,MASNOU BASQUETBOL EL,"C/Ciutat de Sant Sebastia, 14","MASNOU, EL",Barcelona,697307263,000000000,emb@elmasnoubasquetbol.cat,,JOSEP HINOJOSA RUANO,MOHAMED DRIOUICH ELOUAT,935551836,697307263,www.elmasnoubasquetbol.cat
237,081240,CLUB BASQUET MASQUEFA,CB MASQUEFA,MASQUEFA C.B.,C/ Lluís Companys 14,MASQUEFA,Barcelona,644705014,,clubasquetmasquefa@gmail.com,,JUAN CARLOS APARICIO ARREBOLA,JOSE MARIA GARCIA     SALCEDO,937728763,600397584,
2681,081523,CLUB BASQUET MATADEPERA,C.B. MATADEPERA,MATADEPERA CLUB BASQUET,C/ ENRIC GENESCA S/N,MATADEPERA,Barcelona,647464928,000000000,basquetmatadepera@hotmail.es,,ALINA ARDERIU ANTONELL,ALINA ARDERIU ANTONELL,937300605,647464928,
19,080027,ASSOCIACIO ESPORTIVA CENTRE CATOLIC DE MATARO,A.E.C.C. MATARO    ,MATARO A.E.C.C.,LA RIERA 110,MATARÓ,Barcelona,937907763,937907763,uemataro@uemataro.com,,JOAN PI ROGER,XAVI MARTIN ESQUINAS,937907763,637454591,www.uemataro.com
3317,081601,CLUB DE FUTBOL MEDIONA,C.F. MEDIONA,MEDIONA C.F.,"PINS, 30",MEDIONA,Barcelona,938985105,,cfmediona1929@hotmail.com,,JOAN SAUMELL TUTUSAUS,Guillem Domínguez Font,,622513174,
114,080187,ASSOCIACIO ESPORTIVA MINGUELLA,A.E. MINGUELLA     ,MINGUELLA A.E.,C/Santa Madrona 75,BADALONA,Barcelona,934644198,934644198,aem@aeminguella.com,,JOAN GARCIA RIERA,RAMON PLA BEL,934644198,634571226,www.aeminguella.com
2758,081549,CLUB BASQUET MIR,CLUB BASQUET MIR,MIR CLUB BASQUET,BONAVISTA S/N,MONTCADA I REIXAC,Barcelona,693220610,,coordinacio@ubmir.cat,direccio_tecnica@ubmir.cat,JÚLIO ÁGUILA MARTÍNEZ,Joana ,931441606,693220610,www.ubmir.cat
3488,999088,MOLINET,,MOLINET,,,,,,,,,,,,
3061,081567,CLUB BASQUETBOL MOLINS DE REI 2015,C.B. MOLINS DE REI ,MOLINS DE REI  2015 CLUB BASQUETBOL,"ST ANTONI MARIA CLARET, S/N ",MOLINS DE REI,Barcelona,609197798,,gerencia@cbmolinsderei.cat,federacio@cbmolinsderei.cat,OSCAR  BONET I ARBOLÍ,Eduard Ubach Rodriguez,,609197798,www.cbmolinsderei.cat
413,250088,CLUB BASQUET MOLLERUSSA,CLUB BASQUET MOLLER,MOLLERUSSA C.B.,"C/ Tarragona, 15 (PAVELLÓ MUNICIPAL)",MOLLERUSSA,Lleida,651039020,973710898,administracio@basquetmollerussa.cat,direcciotecnica@basquetmollerussa.cat,PERE CODINA CAMARASA,ADRIÀ ZARAGOZÍ LORA,,665323179,www.basquetmollerussa.cat
4,080006,CLUB BASQUET MOLLET,C.B. MOLLET        ,MOLLET C.B.,"Avda. Caldes de Montbui, 1",MOLLET DEL VALLES,Barcelona,935703013,000000000,administracio@cbmollet.com,,CARLOS NUEZ BOIRA,OSCAR RECIO BARQUILLA,935703013,619540778,www.cbmollet.com
70,080103,ELS MONJOS BASQUET CLUB,ELS MONJOS B.C.    ,MONJOS B.C. ELS,Av.catalunya 78-82 1-2 ,SANTA MARGARIDA I ELS MONJOS,Barcelona,640890920,000000000,elsmonjosbc.junta@gmail.com,,JORDI MAIQUEZ MORA,Alberto Campos Diaz,,640890920,www.elsmonjosbc.com/
2674,430308,CLUB BASQUET MONTBLANC,CB MONTBLANC,MONTBLANC CLUB BASQUET,C/ Solans 51,MONTBLANC,Tarragona,72221072,977860819,cbmontblanc1@gmail.com,,SERGI MARTINEZ CRISOL,Jonatan Barrientos,,676345197,www.cbmontblanc.com
318,170013,CLUB CULTURAL ESPORTIU MONTESSORI-PALAU,C.C.E. MONTESSORI P,MONTESSORI C.C.E.,"Camí Vell de Fornells, 33",GIRONA,Girona,628070656,,martatorresruizz@gmail.com,coro@montessori-palau.net,ANA Mª JULIÀ BARNADAS,MARTA TORRES RUIZ,972417676,628070656,www.montessori-palau.net
15,080023,UNIO ESPORTIVA MONTGAT,U.E. MONTGAT       ,MONTGAT U.E.,"Plaça Mallorquines, 6 Local 2",MONTGAT,Barcelona,673698040,,uemontgat9@gmail.com,,FRANCESC VILLÀ RIVERO,ALBERT VILLÀ PARERA,,673698040,www.uemontgat.cat
231,081219,MONTMELO CLUB BASQUET,C.B. MONTMELO      ,MONTMELO C.B.,LUIS CHAMIZO 24,MONTMELO,Barcelona,670734534,,mcb@montmelocb.com,,MARGARITA FELIPO SUÑE,MIREIA OLIVER SALA,670734534,670734534,www.montmelocb.com
2552,081465,CLUB BASQUET VILA DE MONTORNES,C.B. VILA DE MONTOR,MONTORNES CLUB BASQUET VILA,GRAN VIAL 3 LES VERNEDES ,MONTORNES DEL VALLES,Barcelona,659840854,000000000,espinsports@gmail.com,gestiocbvm@gmail.com,LEONIDES  GARCIA CARO,XAVIER ESPIN SOLE,935722497,673633023,www.cbvilademontornes.es
71,080105,CLUB BASQUET MONTPEDROS- SANTA COLOMA DE CERVELLO,C.B. MONTPEDROS-STA,MONTPEDROS C.B.,Avinguda dels Països Catalans 1-3,SANTA COLOMA DE CERVELLO,Barcelona,647051471,,cbmontpedros@cbmontpedros.org,direcciotecnica@cbmontpedros.com,FRANCISCO JAVIER GRACIA MARTÍNEZ,Borja Royo,,675385041,www.cbmontpedros.org
452,430236,CLUB BASQUET MORA D'EBRE,CLUB BASQUET MORA D,MORA D'EBRE C.B.,"C/ Magdalena, 8",Móra d'Ebre,Tarragona,665616148,977402582,moradebrecb@gmail.com,,VICTOR RAMOS MELENDEZ,Joel SERRES FONT,977401907,636250795,
2253,430033,CLUB BASQUET MORELL,C.B. MORELL        ,MORELL C.B.,"Paissos Catalans, 6",EL MORELL,Tarragona,696105256,977842699,coordinacio@basquetmorell.cat,,ROSA MARIA SÁNCHEZ PÉREZ,JORDI FERRE GIL,977842700,696105256,www.basquetmorell.cat
289,081366,CLUB ESCOLA DE BASQUET NAVARCLES,C.E.B. NAVARCLES   ,NAVARCLES CLUB ESCOLA DE BASQUET,Carrer Joaquim Blume,NAVARCLES,Barcelona,669460581,,clubescolabasquetnavarcles@gmail.com,,LLUIS MORELL TORRA,JORDI BOVER GARZON,,669460581,instagram.com/cebnavarcles/?hl=es
29,080038,CLUB BASQUET NAVAS,C.B. NAVAS         ,NAVAS C.B.,c/ Pau Casals s/n,NAVAS,Barcelona,611430346,938391426,clubbasquetnavas@gmail.com,,FERRAN PRAT RIBA,XAVI TORREBLANCA,,677 41 24 93,
2562,081474,CLUB BASQUET NOU BADIA,C.B. NOU BADIA VALL,NOU BADIA DEL VALLES C.B.,VIA DE LA PLATA S/N,BADIA DEL VALLES,Barcelona,638182455,000000000,cbnoubadia@gmail.com,cbnoubadia@gmail.com,JESÚS MARTÍNEZ GARCÍA,JORDI SALVADÓ AGUSTIN  ,,622425395,
2740,081540,CLUB BASQUET NOU BARRIS,C.B. NOU BARRIS,NOU BARRIS C.B.,"CARRER DE BALTASAR GRACIÁN, 9",BARCELONA,Barcelona,623111990,000000000,basquetnoubarris@gmail.com,coordinaciobnb@gmail.com,SANTIAGO DE PEDRO  GABALDON,MARC CABERO OREÑA,,679806075,bnb.cat
2751,081544,ASSOCIACIO ESPORTIVA NOU BASQUET OLESA 2013,NOU BASQUET OLESA 2,NOU BASQUET OLESA 2013,Priorat s/n,OLESA DE MONTSERRAT,Barcelona,609813274,,direcciotecnica@nbolesa.cat,nbo@nbolesa.cat,JAVIER-JOSE ALIAGA DIAZ,FERRAN CUNILLÉ GALAN,691411482,609813274,https://www.nbolesa.cat
3331,081603,ASSOCIACIÓ ESPORTIVA NOU BÀSQUET SANT SADURNI 2020,A.E. NOU BASQUET SA,NOU BASQUET SANT SADURNI 2020 A.E.,"Passeig de Can Ferrer, s/n",SANT SADURNI D'ANOIA,Barcelona,601 50 44 23,,info@basquetsantsadurni.cat,,DAVID CAMPOS,JORDI PUJOL SABATÉ,,601 50 44 23,www.basquetsantsadurni.cat
2886,081556,CLUB NOU BASQUET VILANOVA 2013,NOU BASQUET VILANOV,NOU BASQUET VILANOVA 2013 CLUB,"Ronda Ibèrica, 66 (Pavelló Poliesportiu del Garraf)",VILANOVA I LA GELTRÚ,Barcelona,610225900,,club@cnbvilanova.com,info@cnbvilanova.com,DAVID MONTES MONTES,CARLES NAVARRO BASCUÑANA,938937700,626455416,www.cnbvilanova.com
383,170259,NOU CAULES CLUB DE BASQUET,NOU CAULES CLUB DE ,NOU CAULES C.B.,ctra. lloret s/n,VIDRERES,Girona,692593804,972851445,coordinaciocbnoucaules@gmail.com,noucaulesvidreres@gmail.com,MARTA  ROMAGUERA NIELL,Ariadna Jubany,667558264,692593804,www.noucaules.org
2678,081520,ODENA CLUB BASQUET,ODENA C.B.,ODENA C.B.,Pl. Mestre Vila Vell,ODENA,Barcelona,650524369,000000000,odenaclubbasquet@gmail.com,miquelorriolsbascones@gmail.com,MIQUEL  ORRIOLS BASCONES,SARA RAJA BALAGUER,938000000,616686160,
3475,250143,CLUB DE BASQUET OLIANA,C.B. D'OLIANA,OLIANA CLUB DE BASQUET D',"RONDA DE LA ZONA ESPORTIVA, S/N",OLIANA,Lleida,697201528,,basquetoliana@gmail.com,,ELISABET GARCÍA CAUBET,ELISABET GARCÍA CAUBET,,697201528,
314,170006,CLUB BASQUET OLOT,CLUB BASQUET OLOT  ,OLOT C.B.,"Carrer Brida, 2",OLOT,Girona,635781063,,cb.olot@basquetcatala.org,galmirall@gmail.com,MIQUEL PALMA GONZALEZ,GABRIEL ALMIRALL OLIVER,635781063,636607783,www.cbolot.org
369,170234,CLUB ESPORTIU ONYAR,CLUB ESPORTIU ONYAR,ONYAR C.E.,"Josep Aguilera i Marti, 2 ",GIRONA,Girona,606373329,000000000,ceonyar@gmail.com,,GUSTAVO PATOW,XAVIER  BORRÀS,972222155,606373329,www.ceonyar.cat
2714,081530,ASSOCIACIO DE MARES I PARES D'ALUMNES DE L'ESCOLA ORLANDAI,AMPA ESCOLA ORLANDA,ORLANDAI AMPA ESCOLA,"DOMINGUEZ I MIRALLES, 1",BARCELONA,Barcelona,619745580,932030935,sergigimenez@hotmail.com,basquet@orlandai.org,SERGI  GIMENEZ,SERGI GIMÉNEZ GRÀCIA,932030935,619745580,www.orlandai.org
2734,081535,CLUB BASQUET FEMENI OSONA,C.B.F. OSONA,OSONA CLUB BASQUET FEMENI,Plaça del Pare Millàn s/n,VIC,Barcelona,628410344,000000000,femeniosona@gmail.com,,INMACULADA  MAGEM I MARSÓ,JORDI FORTET FONTSECA,938861318,650656836,http://www.femeniosona.cat/ 
1004,080171,ASSOCIACIO ESPORTIVA ESCOLAR PAIDOS DE SANT FRUITOS DE BAGES,A.E. ESCOLAR  PAIDO,PAIDOS A.E.E.,AVINGUDA GIRONA 41-73,SANT FRUITÓS DE BAGES,Barcelona,629717175,938788351,ivetestany@escolapaidos.cat,,JOAN GIRONA RODRIGUEZ,IVET ESTANY BOIX,938760271,630494065,
347,170094,CLUB BALONCESTO PALAFOLLS,CLUB BASQUET PALAFO,PALAFOLLS C.B.,"Ramon Turró, 2",PALAFOLLS,Barcelona,661845519,937652276,cbpalafolls@gmail.com,ibanes73@gmail.com,IBAN BASCON GARCIA,ALEX SACRISTAN MORALES,,640642383,www.cbpalafolls.org
322,170018,BASQUET CLUB PALAFRUGELL,BASQUET CLUB  PALAF,PALAFRUGELL B.C.,"Av. de les Corts Catalanes, 3,",Palafrugell,Girona,617161994,,competicio@basquetpalafrugell.cat,bcpalafrugell@gmail.com,ESTER  AGUSTÍ FERRER,JOAN DANES ESPARCH,972303537,626155755,
354,170168,CLUB ESPORTIU PALAMOS,CLUB ESPORTIU PALAM,PALAMOS C.E.,"PLAÇA VILAROMA, 1",SANT JOAN DE PALAMOS,Girona,663943029,972318860,ce.palamos2@gmail.com,,JOAN ANTONI LOPEZ HUESO,ANDREU IRUELA REGINCÓS,611659710,611659710,www.cepalamos.cat
228,081165,ATHLETIC CLUB BASQUET PALAU DE PLEGAMANS,A.C.B. PALAU DE PLE,PALAU DE PLEGAMANS A.C.B.,Passeig de la carrerada 55,PALAU-SOLITA I PLEGAMANS,Barcelona,626654541,,directivapalau@gmail.com,,DESIREE GRIMA CALVO,Ángel Bejarano López,,620769546,
